DateTime,IncidentNumber,IncidentORI
2022-02-26 08:11:00,2022-00010612,3100 ROCK CREEK TRL
2022-02-26 08:15:00,2022-00010613,1345 DORCHESTER DR
2022-02-26 08:33:00,2022-00002799,W LINDSEY ST / S FLOOD AVE
2022-02-26 08:33:00,2022-00010609,W LINDSEY ST / S FLOOD AVE
2022-02-26 08:34:00,2022-00010608,24TH AVE NW / W MAIN ST
2022-02-26 08:36:00,2022-00010610,1325 E LINDSEY ST
2022-02-26 08:47:00,2022-00010611,2550 MOUNT WILLIAMS DR
2022-02-26 08:53:00,2022-00010614,2107 W MAIN ST
2022-02-26 09:02:00,2022-00002800,4517 ENCLAVE CIR
2022-02-26 09:05:00,2022-00002801,1214 CHERRY LAUREL DR
2022-02-26 09:06:00,2022-00010616,1278 N INTERSTATE DR
2022-02-26 09:07:00,2022-00010615,2500 WOODSONG DR
2022-02-26 09:16:00,2022-00010617,1200 E MAIN ST
2022-02-26 09:22:00,2022-00003615,2900 S JENKINS AVE
2022-02-26 09:22:00,2022-00003616,2900 S JENKINS AVE
2022-02-26 09:37:00,2022-00010618,WEYMOUTH WAY / WEYMOUTH CT
2022-02-26 09:37:00,2022-00002802,1050 RAMBLING OAKS DR
2022-02-26 09:37:00,2022-00003617,1050 RAMBLING OAKS DR
2022-02-26 09:40:00,2022-00002803,1050 RAMBLING OAKS DR
2022-02-26 09:41:00,2022-00010620,1601 24TH AVE SE
2022-02-26 09:45:00,2022-00010619,CHAUTAUQUA AVE / W STATE HWY 9 
2022-02-26 09:46:00,2022-00002804,110 ED NOBLE PKWY
2022-02-26 09:46:00,2022-00003618,110 ED NOBLE PKWY
2022-02-26 09:50:00,2022-00002805,1347 ERIE AVE
2022-02-26 09:52:00,2022-00010622,129 CRESTLAND DR
2022-02-26 09:55:00,2022-00010621,101 W FRANKLIN RD
2022-02-26 09:58:00,2022-00010625,3730 N PORTER AVE
2022-02-26 09:58:00,2022-00003619,EMSSTAT
2022-02-26 09:59:00,2022-00010623,4707 WILLOW GROVE DR
2022-02-26 10:01:00,2022-00010624,130 E CONSTITUTION ST
2022-02-26 10:14:00,2022-00010640,217 E HIMES ST
2022-02-26 10:20:00,2022-00010626,1500 W STATE HWY 9 HWY
2022-02-26 10:23:00,2022-00010629,200 MERKLE DR
2022-02-26 10:42:00,2022-00010628,1128 MCGEE DR
2022-02-26 10:50:00,2022-00002806,4400 W MAIN ST
2022-02-26 10:50:00,2022-00003620,4400 W MAIN ST
2022-02-26 10:57:00,2022-00010650,3100 ROCK CREEK TRL
2022-02-26 11:01:00,2022-00010630,1300 STEAMBOAT WAY
2022-02-26 11:07:00,2022-00010631,323 W BOYD ST
2022-02-26 11:08:00,2022-00002807,2313 CRESTMONT ST
2022-02-26 11:08:00,2022-00003621,2313 CRESTMONT ST
2022-02-26 11:14:00,2022-00010632,351 E ROBINSON ST
2022-02-26 11:14:00,2022-00010637,CLASSEN BLVD / ANN-BRANDEN BLVD
2022-02-26 11:18:00,2022-00010633,412 LAKE GROVE CT
2022-02-26 11:23:00,2022-00002808,2011 136TH AVE SE
2022-02-26 11:23:00,2022-00003622,2011 136TH AVE SE
2022-02-26 11:27:00,2022-00010634,500 E STATE HWY 9 HWY
2022-02-26 11:29:00,2022-00010635,111 W DALE ST
2022-02-26 11:38:00,2022-00010636,201 REED AVE
2022-02-26 11:40:00,2022-00010641,8907 BENNY BRUCE ST
2022-02-26 11:45:00,2022-00010638,1111 24TH AVE SW
2022-02-26 11:46:00,2022-00003623,EMSSTAT
2022-02-26 11:46:00,2022-00002809,921 BILOXI DR
2022-02-26 11:47:00,2022-00010639,1919 W BOYD ST
2022-02-26 12:01:00,2022-00002810,3737 HIDDEN HILL RD
2022-02-26 12:04:00,2022-00010642,2205 E LINDSEY ST
2022-02-26 12:04:00,2022-00002811,4400 W MAIN ST
2022-02-26 12:04:00,2022-00003624,4400 W MAIN ST
2022-02-26 12:15:00,2022-00010644,4239 WILLOWPOINT DR
2022-02-26 12:21:00,2022-00010646,I35 SB OFF RAMP 108B RAMP / W 
2022-02-26 12:37:00,2022-00010645,W IMHOFF RD & CHAUTAUQUA AVE
2022-02-26 12:39:00,2022-00010657,ALAMEDA ST / S FINDLAY AVE
2022-02-26 12:41:00,2022-00010648,2274 DONNA DR
2022-02-26 12:43:00,2022-00002813,2539 W MAIN ST
2022-02-26 12:43:00,2022-00003626,2539 W MAIN ST
2022-02-26 12:54:00,2022-00010647,300 HAL MULDROW DR
2022-02-26 12:58:00,2022-00002814,2932 MISTY RIDGE DR
2022-02-26 12:58:00,2022-00003627,2932 MISTY RIDGE DR
2022-02-26 13:06:00,2022-00002815,1523 BARKLEY ST
2022-02-26 13:06:00,2022-00003628,1523 BARKLEY ST
2022-02-26 13:09:00,2022-00010649,36TH AVE NW / W ROBINSON ST
2022-02-26 13:14:00,2022-00000051,17900 BARKER DR
2022-02-26 13:14:00,2022-00002817,17900 BARKER DR
2022-02-26 13:14:00,2022-00003630,17900 BARKER DR
2022-02-26 13:16:00,2022-00002816,2550 MOUNT WILLIAMS DR
2022-02-26 13:16:00,2022-00003629,2550 MOUNT WILLIAMS DR
2022-02-26 13:48:00,2022-00010651,228 24TH AVE NE
2022-02-26 13:49:00,2022-00010652,W ROBINSON ST / 36TH AVE NW
2022-02-26 13:53:00,2022-00002818,1876 W ROBINSON ST
2022-02-26 13:56:00,2022-00003631,2900 S JENKINS AVE
2022-02-26 13:56:00,2022-00010655,1440 W LINDSEY ST
2022-02-26 13:57:00,2022-00010653,2295 E ROBINSON ST
2022-02-26 14:00:00,2022-00010654,2510 WYANDOTTE WAY
2022-02-26 14:04:00,2022-00010656,E ROBINSON ST / MEDICAL ARTS DR
2022-02-26 14:10:00,2022-00010658,2313 CRESTMONT ST
2022-02-26 14:16:00,2022-00010659,3688 BRIDGEPORT RD
2022-02-26 14:21:00,2022-00010660,3300 W MAIN ST
2022-02-26 14:24:00,2022-00010661,2061 W LINDSEY ST
2022-02-26 14:25:00,2022-00010662,3651 CLASSEN BLVD
2022-02-26 14:30:00,2022-00003633,901 N PORTER AVE
2022-02-26 14:31:00,2022-00003632,3300 HEALTHPLEX PKWY
2022-02-26 14:51:00,2022-00003634,EMSSTAT
2022-02-26 14:55:00,2022-00010663,3100 ROCK CREEK TRL
2022-02-26 14:56:00,2022-00010664,3002 TIMBER SHADOWS DR
2022-02-26 15:02:00,2022-00010665,5200 N I35 NB I
2022-02-26 15:18:00,2022-00002819,901 24TH AVE SW
2022-02-26 15:18:00,2022-00003635,901 24TH AVE SW
2022-02-26 15:18:00,2022-00010666,901 24TH AVE SW
2022-02-26 15:36:00,2022-00010667,3205 W ROBINSON ST
2022-02-26 15:44:00,2022-00010668,1910 OAKMEADOWS DR
2022-02-26 15:52:00,2022-00010672,901 BEAUMONT SQ
2022-02-26 15:58:00,2022-00010670,3750 W ROBINSON ST
2022-02-26 16:02:00,2022-00010669,2412 WATERLEAF DR
2022-02-26 16:04:00,2022-00002820,151 48TH AVE SW
2022-02-26 16:04:00,2022-00003636,151 48TH AVE SW
2022-02-26 16:24:00,2022-00003637,EMSSTAT
2022-02-26 16:24:00,2022-00002821,201 REED AVE
2022-02-26 16:26:00,2022-00010671,2000 W BROOKS ST
2022-02-26 16:26:00,2022-00010674,617 SHADOW CREEK CT
2022-02-26 16:41:00,2022-00010673,201 W DAWS ST
2022-02-26 16:45:00,2022-00010676,201 W GRAY ST
2022-02-26 16:46:00,2022-00010675,35.173915;-97.409385
2022-02-26 16:51:00,2022-00010677,201 WOODCREST DR
2022-02-26 16:53:00,2022-00010682,3301 W MAIN ST
2022-02-26 16:56:00,2022-00010678,W STATE HWY 9 HWY / ED NOBLE 
2022-02-26 16:59:00,2022-00010679,DEREK LN / W TECUMSEH RD
2022-02-26 17:02:00,2022-00010685,2205 W MAIN ST
2022-02-26 17:03:00,2022-00010690,730 CLAREMONT DR
2022-02-26 17:04:00,2022-00003638,3110 HEALTHPLEX PKWY
2022-02-26 17:05:00,2022-00010680,707 OLIVER ST
2022-02-26 17:14:00,2022-00002822,750 S I35 SB I
2022-02-26 17:14:00,2022-00003639,750 S I35 SB I
2022-02-26 17:14:00,2022-00010681,750 S I35 SB I
2022-02-26 17:15:00,2022-00010684,1271 WANDERING OAKS CT
2022-02-26 17:25:00,2022-00002823,2932 MISTY RIDGE DR
2022-02-26 17:25:00,2022-00003640,2932 MISTY RIDGE DR
2022-02-26 17:35:00,2022-00003642,700 S TELEPHONE RD
2022-02-26 17:36:00,2022-00002824,1309 12TH AVE NE
2022-02-26 17:36:00,2022-00003641,1309 12TH AVE NE
2022-02-26 17:40:00,2022-00010689,1919 W BOYD ST
2022-02-26 17:42:00,2022-00010686,1811 W LINDSEY ST
2022-02-26 17:46:00,2022-00002825,917 24TH AVE SW
2022-02-26 17:46:00,2022-00003643,917 24TH AVE SW
2022-02-26 17:46:00,2022-00010687,3201 MARKET PL
2022-02-26 17:56:00,2022-00003644,EMSSTAT
2022-02-26 17:57:00,2022-00010688,2551 S CLASSEN BLVD
2022-02-26 18:12:00,2022-00010691,11401 E INDIAN HILLS RD
2022-02-26 18:17:00,2022-00010692,2900 CHAUTAUQUA AVE
2022-02-26 18:21:00,2022-00003645,901 N PORTER AVE
2022-02-26 18:34:00,2022-00000052,18450 SH 9
2022-02-26 18:52:00,2022-00010694,1002 24TH AVE SW
2022-02-26 18:53:00,2022-00010693,3301 W MAIN ST
2022-02-26 18:55:00,2022-00010695,ALAMEDA ST / VICKSBURG AVE
2022-02-26 19:16:00,2022-00010704,1200 N INTERSTATE DR
2022-02-26 19:16:00,2022-00003646,3300 HEALTHPLEX PKWY
2022-02-26 19:18:00,2022-00010696,1222 NORTHCLIFF AVE
2022-02-26 19:20:00,2022-00002826,201 REED AVE
2022-02-26 19:23:00,2022-00010699,3700 12TH AVE SE
2022-02-26 19:24:00,2022-00010697,407 COLLEGE AVE
2022-02-26 19:24:00,2022-00010698,1060 RAMBLING OAKS DR
2022-02-26 19:37:00,2022-00002827,2932 MISTY RIDGE DR
2022-02-26 19:37:00,2022-00003647,2932 MISTY RIDGE DR
2022-02-26 19:37:00,2022-00010700,2932 MISTY RIDGE DR
2022-02-26 19:46:00,2022-00003649,3300 HEALTHPLEX PKWY
2022-02-26 19:53:00,2022-00010701,420 COLLEGE AVE
2022-02-26 19:57:00,2022-00010702,48TH AVE SE / POST OAK RD
2022-02-26 20:00:00,2022-00010706,110 HARVARD RD
2022-02-26 20:03:00,2022-00002828,5740 N BLUE LAKE DR
2022-02-26 20:04:00,2022-00010703,201 REED AVE
2022-02-26 20:10:00,2022-00002829,1000 ALAMEDA ST
2022-02-26 20:10:00,2022-00003648,1000 ALAMEDA ST
2022-02-26 20:20:00,2022-00010705,455 W GRAY ST
2022-02-26 20:21:00,2022-00010707,RIVERSIDE DR / MCGEE DR
2022-02-26 20:33:00,2022-00002830,1600 ANN BRANDEN BLVD
2022-02-26 20:33:00,2022-00003650,1600 ANN BRANDEN BLVD
2022-02-26 20:34:00,2022-00010708,7500 ALAMEDA DR
2022-02-26 20:37:00,2022-00002831,2550 W FRANKLIN RD
2022-02-26 20:37:00,2022-00003651,2550 W FRANKLIN RD
2022-02-26 20:37:00,2022-00010709,401 12TH AVE SE
2022-02-26 21:04:00,2022-00010716,3001 WEYMOUTH WAY
2022-02-26 21:05:00,2022-00002832,1523 SILVER CREEK CIR
2022-02-26 21:05:00,2022-00003652,1523 SILVER CREEK CIR
2022-02-26 21:09:00,2022-00003653,1776 E ROBINSON ST
2022-02-26 21:13:00,2022-00002833,3140 MILLBROOK SQ
2022-02-26 21:13:00,2022-00003654,3140 MILLBROOK SQ
2022-02-26 21:25:00,2022-00010710,827 ANNIE CT
2022-02-26 21:29:00,2022-00010711,811 BILOXI DR
2022-02-26 21:36:00,2022-00010712,512 CLEARVIEW DR
2022-02-26 21:44:00,2022-00010713,2501 CONFERENCE DR
2022-02-26 21:47:00,2022-00010714,CLASSEN BLVD / ENID ST
2022-02-26 21:53:00,2022-00002834,5923 CARDINAL LN
2022-02-26 21:53:00,2022-00003655,5923 CARDINAL LN
2022-02-26 22:01:00,2022-00003656,1544 OK-9
2022-02-26 22:04:00,2022-00003657,3110 HEALTHPLEX PKWY
2022-02-26 22:05:00,2022-00010715,CLASSEN BLVD / MACY ST
2022-02-26 22:09:00,2022-00010717,VIRGINIA ST / E LINDSEY ST
2022-02-26 22:39:00,2022-00010720,817 TUFTS LN
2022-02-26 22:39:00,2022-00010719,FERRILL ST / CLASSEN BLVD
2022-02-26 22:40:00,2022-00010721,1211 CADDELL LN
2022-02-26 22:49:00,2022-00010722,1510 E LINDSEY ST
2022-02-26 22:54:00,2022-00010723,217 CHALMETTE DR
2022-02-26 22:54:00,2022-00003658,3300 HEALTHPLEX PKWY
2022-02-26 23:13:00,2022-00010724,1168 E ROBINSON ST
2022-02-26 23:23:00,2022-00010725,W ROBINSON ST / N FLOOD AVE
2022-02-26 23:27:00,2022-00010727,796 ASP AVE
2022-02-26 23:32:00,2022-00010726,2170 W STATE HWY 9 HWY
2022-02-26 23:41:00,2022-00010729,231 E SYMMES ST
2022-02-26 23:42:00,2022-00010728,719 E LINDSEY ST
2022-02-26 23:45:00,2022-00010730,3000 CLASSEN BLVD
2022-02-26 23:48:00,2022-00010731,E LINDSEY ST / JENKINS AVE
2022-02-26 23:55:00,2022-00010738,730 STINSON ST
2022-02-26 23:56:00,2022-00010732,E STATE HWY 9 HWY / 156TH AVE NE
2022-02-26 23:58:00,2022-00010733,E BROOKS ST / JENKINS AVE
2022-02-26 23:58:00,2022-00010734,201 REED AVE
2022-02-27 00:03:00,2022-00003659,1544 OK-9
2022-02-27 00:11:00,2022-00010735,N JONES AVE / E FRANK ST
2022-02-27 00:12:00,2022-00010736,12TH AVE NE / ALAMEDA ST
2022-02-27 00:15:00,2022-00010737,407 W BOYD ST
2022-02-27 00:18:00,2022-00010742,2817 EDGEMERE DR
2022-02-27 00:25:00,2022-00002835,401 12TH AVE SE
2022-02-27 00:30:00,2022-00010739,529 BUCHANAN AVE
2022-02-27 00:36:00,2022-00010740,36TH AVE NW / HAVENBROOK ST
2022-02-27 00:45:00,2022-00002836,3404 MADRA ST
2022-02-27 00:45:00,2022-00003660,3404 MADRA ST
2022-02-27 00:49:00,2022-00010741,2330 CLASSEN BLVD
2022-02-27 00:55:00,2022-00010743,730 STINSON ST
2022-02-27 00:59:00,2022-00010744,321 E MAIN ST
2022-02-27 01:10:00,2022-00010745,156TH AVE NE / E STATE HWY 9 HWY
2022-02-27 01:10:00,2022-00010746,3301 12TH AVE SE
2022-02-27 01:18:00,2022-00002837,201 REED AVE
2022-02-27 01:18:00,2022-00003661,201 REED AVE
2022-02-27 01:18:00,2022-00010748,201 REED AVE
2022-02-27 01:19:00,2022-00010747,531 S UNIVERSITY BLVD
2022-02-27 01:34:00,2022-00003662,901 N PORTER AVE
2022-02-27 01:36:00,2022-00010750,3001 36TH AVE NW
2022-02-27 01:40:00,2022-00010749,3301 12TH AVE SE
2022-02-27 01:44:00,2022-00002838,1776 E ROBINSON ST
2022-02-27 01:44:00,2022-00003663,1776 E ROBINSON ST
2022-02-27 01:56:00,2022-00010751,125 INTERSTATE DR E
2022-02-27 02:02:00,2022-00010752,1405 1/2 S JENKINS AVE
2022-02-27 02:11:00,2022-00010753,CLASSEN BLVD / E LINDSEY ST
2022-02-27 02:41:00,2022-00003664,EMSSTAT
2022-02-27 03:08:00,2022-00002839,13709 CHAPARRAL RD
2022-02-27 03:08:00,2022-00003665,13709 CHAPARRAL RD
2022-02-27 03:08:00,2022-00010754,13709 CHAPARRAL RD
2022-02-27 03:12:00,2022-00002840,300 36TH AVE SW
2022-02-27 03:12:00,2022-00003666,300 36TH AVE SW
2022-02-27 03:58:00,2022-00010755,125 INTERSTATE DR E
2022-02-27 03:59:00,2022-00002841,100 E LINDSEY ST
2022-02-27 03:59:00,2022-00003667,100 E LINDSEY ST
2022-02-27 04:20:00,2022-00010756,2420 CLASSEN BLVD
2022-02-27 04:54:00,2022-00010757,E ROBINSON ST / MEDICAL ARTS DR
2022-02-27 05:07:00,2022-00010758,400 E ROBINSON ST
2022-02-27 05:08:00,2022-00010761,1271 WANDERING OAKS CT
2022-02-27 05:30:00,2022-00003668,HEART SOUTH
2022-02-27 05:34:00,2022-00010760,1309 NORTHCLIFF AVE
2022-02-27 05:53:00,2022-00010759,318 E HAYES ST
2022-02-27 06:17:00,2022-00010762,400 E ROBINSON ST
2022-02-27 06:19:00,2022-00002842,355 GARRISON DR
2022-02-27 06:19:00,2022-00003669,355 GARRISON DR
2022-02-27 06:21:00,2022-00010763,2817 EDGEMERE DR
2022-02-27 06:41:00,2022-00003670,1776 E ROBINSON ST
2022-02-27 06:42:00,2022-00002843,2550 W FRANKLIN RD
2022-02-27 06:42:00,2022-00003671,2550 W FRANKLIN RD
2022-02-27 07:04:00,2022-00002844,1135 BILOXI DR
2022-02-27 07:04:00,2022-00003672,1135 BILOXI DR
2022-02-27 07:28:00,2022-00010764,6650 POST OAK RD
2022-02-27 07:49:00,2022-00010765,4950 72ND AVE SE
2022-02-27 08:16:00,2022-00002845,5850 E TECUMSEH RD
2022-02-27 08:16:00,2022-00003673,5850 E TECUMSEH RD
2022-02-27 08:45:00,2022-00010785,1923 TWISTED OAK DR
2022-02-27 08:45:00,2022-00010766,35.2054666666667;-97.4761983333333
2022-02-27 08:50:00,2022-00010767,901 BEAUMONT SQ
2022-02-27 08:53:00,2022-00010768,1913 RISING HILL DR
2022-02-27 09:09:00,2022-00010771,1908 WHISPERING PINES CIR
2022-02-27 09:10:00,2022-00010770,2657 CLASSEN BLVD
2022-02-27 09:13:00,2022-00010769,817 DENISON DR
2022-02-27 09:15:00,2022-00010773,1329 COLUMBIA CIR
2022-02-27 09:27:00,2022-00010774,1226 CLASSEN BLVD
2022-02-27 09:35:00,2022-00010772,901 BEAUMONT SQ
2022-02-27 09:48:00,2022-00010784,3409 FIRESIDE ST
2022-02-27 09:54:00,2022-00002846,24TH AVE NW / HEMPHILL DR
2022-02-27 09:54:00,2022-00003674,24TH AVE NW / HEMPHILL DR
2022-02-27 09:54:00,2022-00010775,24TH AVE NW / HEMPHILL DR
2022-02-27 09:57:00,2022-00010776,24TH AVE NW / CORPORATE CENTRE 
2022-02-27 10:05:00,2022-00010777,2420 CLASSEN BLVD
2022-02-27 10:08:00,2022-00010783,501 E ROBINSON ST
2022-02-27 10:14:00,2022-00010778,3816 LEGACY DR
2022-02-27 10:20:00,2022-00010779,2420 CLASSEN BLVD
2022-02-27 10:21:00,2022-00010796,800 LEXINGTON ST
2022-02-27 10:23:00,2022-00010781,101 ANDOVER DR
2022-02-27 10:30:00,2022-00002847,702 S LAHOMA AVE
2022-02-27 10:34:00,2022-00002848,3829 LYNNBROOK CIR
2022-02-27 10:34:00,2022-00003675,3829 LYNNBROOK CIR
2022-02-27 10:45:00,2022-00002849,901 N PORTER AVE
2022-02-27 10:45:00,2022-00010787,901 N PORTER AVE
2022-02-27 10:50:00,2022-00010782,13628 MESQUITE RD
2022-02-27 10:52:00,2022-00002850,901 N PORTER AVE
2022-02-27 10:52:00,2022-00003676,901 N PORTER AVE
2022-02-27 11:05:00,2022-00010786,732 24TH AVE NE
2022-02-27 11:07:00,2022-00010788,1600 E ROBINSON ST
2022-02-27 11:11:00,2022-00002851,17351 BLUE RIDGE RD E
2022-02-27 11:11:00,2022-00003677,17351 BLUE RIDGE RD E
2022-02-27 11:15:00,2022-00010789,321 E MAIN ST
2022-02-27 11:22:00,2022-00010790,151 12TH AVE SE
2022-02-27 11:23:00,2022-00010792,901 N PORTER AVE
2022-02-27 11:34:00,2022-00010791,3006 JENKINS AVE
2022-02-27 11:43:00,2022-00002852,W LINDSEY ST / S PICKARD AVE
2022-02-27 11:43:00,2022-00003678,W LINDSEY ST / S PICKARD AVE
2022-02-27 11:43:00,2022-00010793,W LINDSEY ST / S PICKARD AVE
2022-02-27 11:44:00,2022-00010794,2543 W MAIN ST
2022-02-27 11:46:00,2022-00010799,9915 E TECUMSEH RD
2022-02-27 11:48:00,2022-00010795,704 24TH AVE SE
2022-02-27 12:08:00,2022-00010797,566 ALAMEDA ST
2022-02-27 12:11:00,2022-00010798,35.2206533333333;-97.4937433333333
2022-02-27 12:11:00,2022-00002853,2609 TRUFFULA CIR
2022-02-27 12:11:00,2022-00003679,2609 TRUFFULA CIR
2022-02-27 12:11:00,2022-00010800,2609 TRUFFULA CIR
2022-02-27 12:14:00,2022-00010801,13628 MESQUITE RD
2022-02-27 12:16:00,2022-00002854,401 E BOYD ST
2022-02-27 12:17:00,2022-00010802,24TH AVE SE / BEAUMONT DR
2022-02-27 12:18:00,2022-00002855,800 CANADIAN TRAILS DR
2022-02-27 12:21:00,2022-00010803,2413 ANNALANE DR
2022-02-27 12:30:00,2022-00002856,333 E BROOKS ST
2022-02-27 12:34:00,2022-00003680,EMSSTAT
2022-02-27 12:36:00,2022-00010804,129 CRESTLAND DR
2022-02-27 12:45:00,2022-00010806,3001 OAK TREE AVE
2022-02-27 12:46:00,2022-00010805,900 HALRAY DR 407
2022-02-27 12:48:00,2022-00003685,EMSSTAT
2022-02-27 12:53:00,2022-00010807,740 IOWA ST
2022-02-27 13:20:00,2022-00010808,3006 E LINDSEY ST
2022-02-27 13:24:00,2022-00010810,1900 RENAISSANCE DR
2022-02-27 13:24:00,2022-00002857,2900 CHAUTAUQUA AVE
2022-02-27 13:24:00,2022-00003681,2900 CHAUTAUQUA AVE
2022-02-27 13:24:00,2022-00010809,1400 W ROBINSON ST
2022-02-27 13:29:00,2022-00003682,3300 HEALTHPLEX PKWY
2022-02-27 13:38:00,2022-00010811,1271 WANDERING OAKS CT
2022-02-27 13:43:00,2022-00010812,24TH AVE NE / NEWMAN DR
2022-02-27 13:46:00,2022-00010813,2960 CLASSEN BLVD
2022-02-27 13:46:00,2022-00010814,1920 12TH AVE NE
2022-02-27 13:50:00,2022-00002858,1351 HIGH MEADOW DR
2022-02-27 13:50:00,2022-00003683,1351 HIGH MEADOW DR
2022-02-27 13:59:00,2022-00002859,201 W DAWS ST
2022-02-27 13:59:00,2022-00003684,201 W DAWS ST
2022-02-27 14:02:00,2022-00010815,275 24TH AVE NW
2022-02-27 14:04:00,2022-00010816,2200 CLASSEN BLVD
2022-02-27 14:07:00,2022-00010817,36TH AVE NW / W TECUMSEH RD
2022-02-27 14:15:00,2022-00010818,201 W GRAY ST
2022-02-27 14:19:00,2022-00010819,1811 INDUSTRIAL BLVD
2022-02-27 14:21:00,2022-00010828,601 12TH AVE NE
2022-02-27 14:27:00,2022-00002860,308 84TH AVE SE
2022-02-27 14:28:00,2022-00010820,1867 E IMHOFF RD
2022-02-27 14:30:00,2022-00010821,JENKINS AVE / E STATE HWY 9 HWY
2022-02-27 14:35:00,2022-00010822,1104 GROVER LN
2022-02-27 14:41:00,2022-00010823,4064 E STATE HWY 9 HWY
2022-02-27 14:46:00,2022-00010824,1122 24TH AVE SW
2022-02-27 14:46:00,2022-00010825,610 SINCLAIR DR
2022-02-27 14:48:00,2022-00010827,4403 WILLOWPOINT DR
2022-02-27 14:49:00,2022-00010826,323 W BOYD ST
2022-02-27 15:02:00,2022-00010829,548 24TH AVE SW
2022-02-27 15:14:00,2022-00010835,217 EMELYN ST
2022-02-27 15:16:00,2022-00010832,805 BURGEN PEAK DRIVE
2022-02-27 15:16:00,2022-00010834,1710 W ROBINSON ST
2022-02-27 15:17:00,2022-00010833,805 BERGEN PEAK DR
2022-02-27 15:19:00,2022-00010842,1600 ANN BRANDEN BLVD
2022-02-27 15:22:00,2022-00010846,320 12TH AVE NE
2022-02-27 15:23:00,2022-00010838,36TH AVE SE / ALAMEDA ST
2022-02-27 15:24:00,2022-00010851,901 N PORTER AVE
2022-02-27 15:26:00,2022-00010836,1100 N PORTER AVE
2022-02-27 15:28:00,2022-00010837,2010 24TH AVE NW
2022-02-27 15:29:00,2022-00010839,108 W SYMMES ST
2022-02-27 15:30:00,2022-00010841,13628 MESQUITE RD
2022-02-27 15:37:00,2022-00010840,201 REED AVE
2022-02-27 15:41:00,2022-00010843,814 S PONCA AVE
2022-02-27 15:47:00,2022-00010844,WESTPORT DR / FAIRWAY DR
2022-02-27 15:52:00,2022-00010845,508 LALEH CT
2022-02-27 15:57:00,2022-00010847,13628 MESQUITE RD
2022-02-27 15:59:00,2022-00003686,1401 SW 34TH ST
2022-02-27 16:01:00,2022-00010848,BOARDWALK / 26TH AVE NW
2022-02-27 16:04:00,2022-00003687,EMSSTAT
2022-02-27 16:08:00,2022-00010850,12TH AVE SE / E STATE HWY 9 HWY
2022-02-27 16:11:00,2022-00002861,442 BRYARWOOD DR
2022-02-27 16:14:00,2022-00010849,917 24TH AVE SW
2022-02-27 16:16:00,2022-00002862,129 ED NOBLE PKWY
2022-02-27 16:16:00,2022-00003688,129 ED NOBLE PKWY
2022-02-27 16:19:00,2022-00010854,2001 OAKHOLLOW DR
2022-02-27 16:20:00,2022-00010852,W MAIN ST / N CREEKDALE DR
2022-02-27 16:24:00,2022-00010853,721 W STATE HWY 9 HWY
2022-02-27 16:27:00,2022-00002863,E ACRES ST / N PORTER AVE
2022-02-27 16:27:00,2022-00003689,E ACRES ST / N PORTER AVE
2022-02-27 16:27:00,2022-00010855,E ACRES ST / N PORTER AVE
2022-02-27 16:30:00,2022-00010856,2120 W BROOKS ST
2022-02-27 16:45:00,2022-00003690,EMSSTAT
2022-02-27 17:05:00,2022-00010857,1428 E IMHOFF RD
2022-02-27 17:10:00,2022-00002864,HEALTHPLEX PKWY / RC LUTTRELL 
2022-02-27 17:10:00,2022-00003691,HEALTHPLEX PKWY / RC LUTTRELL 
2022-02-27 17:11:00,2022-00010858,1614 W LINDSEY ST
2022-02-27 17:14:00,2022-00002865,300 HAL MULDROW DR
2022-02-27 17:15:00,2022-00010859,CHAUTAUQUA AVE / HARDIN DR
2022-02-27 17:15:00,2022-00010861,CLASSEN BLVD / E CONSTITUTION ST
2022-02-27 17:15:00,2022-00010860,201B W GRAY ST
2022-02-27 17:26:00,2022-00010862,1614 W LINDSEY ST
2022-02-27 17:31:00,2022-00010863,CLASSEN BLVD / E IMHOFF RD
2022-02-27 17:35:00,2022-00010864,E FRANKLIN RD / 36TH AVE NE
2022-02-27 17:38:00,2022-00010865,2120 W BROOKS ST
2022-02-27 17:42:00,2022-00010869,901 N PORTER AVE
2022-02-27 17:46:00,2022-00010866,601 12TH AVE NE
2022-02-27 17:47:00,2022-00010867,1550 24TH AVE NW
2022-02-27 17:54:00,2022-00010868,1232 LESLIE LN
2022-02-27 17:54:00,2022-00010870,911 W MAIN ST
2022-02-27 18:08:00,2022-00010872,SMOKING OAK RD / GREENBRIAR DR
2022-02-27 18:15:00,2022-00010871,35.2175766666667;-97.433645
2022-02-27 18:17:00,2022-00010873,300 HAL MULDROW DR
2022-02-27 18:22:00,2022-00002866,4239 WEMBLETON CIR
2022-02-27 18:31:00,2022-00010875,IOWA ST / BARBOUR AVE
2022-02-27 18:34:00,2022-00003692,901 N PORTER AVE
2022-02-27 18:36:00,2022-00002867,1107 ROBINHOOD LN
2022-02-27 18:36:00,2022-00003693,1107 ROBINHOOD LN
2022-02-27 18:36:00,2022-00010876,12TH AVE SE / CLASSEN BLVD
2022-02-27 18:37:00,2022-00010881,1016 CARLISLE CIR
2022-02-27 18:40:00,2022-00002868,W LINDSEY DR / 24TH AVE SW
2022-02-27 18:40:00,2022-00003694,W LINDSEY DR / 24TH AVE SW
2022-02-27 18:40:00,2022-00010877,W LINDSEY DR / 24TH AVE SW
2022-02-27 18:44:00,2022-00010880,12TH AVE NE / E ROBINSON ST
